,Title,Year,tomatoMeter,tomatoRating,tomatoReviews,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,imdbRating,imdbVotes,imdbID,Awards,Genre,Language,Country,Director,Rated,Runtime,Actors,Writer,Award_count,Noms_count,Noms+Awards,PrimaryLanguage,PrimaryCountry,PrimaryLangFixed,Crime,Drama,Thriller,Action,Adventure,Film_Noir,Mystery,Comedy,Family,Horror,Sci_Fi,Romance,Music,Fantasy,Western,War,Sport,History,Biography
472,To Have and to Hold,1922,,,,,,,,,tt0013686,N/A,Romance,N/A,USA,George Fitzmaurice,N/A,,"Betty Compson, Bert Lytell, Theodore Kosloff, William J. Ferguson","Ouida Bergère (adaptation), Mary Johnston (novel)",0,0,0,N/A,USA,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
473,Tol'able David,1930,,,,,,55.0,7.1,19.0,tt0021482,1 win.,Drama,English,USA,John G. Blystone,N/A,65.0,"Richard Cromwell, Noah Beery, Joan Peers, Henry B. Walthall","Joseph Hergesheimer (novel), Benjamin Glazer",1,0,1,English,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,Too Good to Be True,1988,,,,,,,5.8,82.0,tt0096285,N/A,"Drama, Thriller",English,USA,Christian I. Nyby II,N/A,95.0,"Loni Anderson, Patrick Duffy, Glynnis O'Connor, Larry Drake","Ben Ames Williams (novel), Timothy Bradshaw (teleplay)",0,0,0,English,USA,English,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,Toolbox Murders,2004,53.0,6.0,15.0,33.0,2.8,8209.0,5.3,6843.0,tt0367153,1 win & 2 nominations.,"Horror, Mystery, Thriller",English,USA,Tobe Hooper,R,95.0,"Angela Bettis, Brent Roam, Marco Rodríguez, Rance Howard","Jace Anderson, Adam Gierasch",1,2,3,English,USA,English,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
476,Tortilla Soup,2001,74.0,6.4,72.0,70.0,3.5,5148.0,6.5,3532.0,tt0255653,2 wins & 7 nominations.,"Comedy, Romance, Drama","English, Spanish",USA,Maria Ripoll,PG-13,102.0,"Jacqueline Obradors, Tamara Mello, Judy Herrera, Nikolai Kinski","Hui-Ling Wang (earlier screenplay), Ang Lee (earlier screenplay), James Schamus (earlier screenplay), Ramón Menéndez (screenplay), Tom Musca (screenplay), Vera Blasi (screenplay)",2,7,9,English,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
477,Total Recall,2012,30.0,5.0,222.0,47.0,3.2,116374.0,6.3,206572.0,tt1386703,1 win & 5 nominations.,"Action, Adventure, Mystery","English, Ukrainian","USA, Canada",Len Wiseman,PG-13,118.0,"Colin Farrell, Kate Beckinsale, Jessica Biel, Bryan Cranston","Kurt Wimmer (screenplay), Mark Bomback (screenplay), Ronald Shusett (screen story by), Dan O'Bannon (screen story by), Jon Povill (screen story by), Kurt Wimmer (screen story by), Ronald Shusett (based on the motion picture ""Total Recall"",  screenplay by), Dan O'Bannon (based on the motion picture ""Total Recall"",  screenplay by), Gary Goldman (based on the motion picture ""Total Recall"",  screenplay by), Ronald Shusett (based on the motion picture ""Total Recall"",  screen story by), Dan O'Bannon (based on the motion picture ""Total Recall"",  screen story by), Jon Povill (based on the motion picture ""Total Recall"",  screen story by)",1,5,6,English,USA,English,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
478,The Tourist,2010,20.0,4.3,167.0,42.0,3.0,94544.0,6.0,181512.0,tt1243957,Nominated for 3 Golden Globes. Another 3 wins & 3 nominations.,"Action, Romance, Thriller","English, French, Italian, Russian, Spanish","USA, France, Italy, UK",Florian Henckel von Donnersmarck,PG-13,103.0,"Johnny Depp, Angelina Jolie, Paul Bettany, Timothy Dalton","Florian Henckel von Donnersmarck (screenplay), Christopher McQuarrie (screenplay), Julian Fellowes (screenplay), Jérôme Salle (motion picture ""Anthony Zimmer"")",3,6,9,English,USA,English,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
479,Tower of London,1962,,,,45.0,3.2,416.0,6.4,1267.0,tt0056606,N/A,"Drama, History, Horror",English,USA,Roger Corman,APPROVED,79.0,"Vincent Price, Michael Pate, Joan Freeman, Robert Brown","Leo Gordon (story), F. Amos Powell (story), Leo Gordon, F. Amos Powell, Robert E. Kent",0,0,0,English,USA,English,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
480,The Town That Dreaded Sundown,2014,70.0,6.1,27.0,40.0,3.0,3232.0,5.6,10293.0,tt2561546,2 wins.,"Horror, Mystery, Thriller",English,USA,Alfonso Gomez-Rejon,R,86.0,"Addison Timlin, Veronica Cartwright, Anthony Anderson, Travis Tope","Roberto Aguirre-Sacasa (screenplay), Earl E. Smith",2,0,2,English,USA,English,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
481,The Toy,1982,11.0,4.0,9.0,53.0,3.0,16404.0,5.8,9187.0,tt0084809,1 win.,Comedy,"English, German",USA,Richard Donner,PG,102.0,"Richard Pryor, Jackie Gleason, Ned Beatty, Scott Schwartz","Francis Veber (based on a film by), Carol Sobieski (screenplay)",1,0,1,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
482,Trader Horn,1973,100.0,7.1,6.0,33.0,3.0,154.0,4.2,55.0,tt0070823,N/A,Adventure,English,USA,Reza Badiyi,PG,101.0,"Rod Taylor, Anne Heywood, Jean Sorel, Don Knight","Edward Harper, Ethelreda Lewis (novel), William W. Norton",0,0,0,English,USA,English,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,True Lies,1994,72.0,6.6,47.0,76.0,3.2,265166.0,7.2,194382.0,tt0111503,Nominated for 1 Oscar. Another 7 wins & 18 nominations.,"Action, Comedy, Thriller","English, French, Arabic, German",USA,James Cameron,R,141.0,"Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold, Bill Paxton","Claude Zidi (screenplay), Simon Michaël (screenplay), Didier Kaminka (screenplay), James Cameron (screenplay)",7,19,26,English,USA,English,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
484,The Truth About Charlie,2002,33.0,4.8,132.0,27.0,2.6,10122.0,4.8,8703.0,tt0270707,2 nominations.,"Mystery, Thriller","English, French, Arabic","Germany, USA",Jonathan Demme,PG-13,104.0,"Olga Sékulic, Stephen Dillane, Françoise Bertin, Thandie Newton","Peter Stone (based on the motion picture ""Charade"" screenplay by), Jonathan Demme (screenplay), Steve Schmidt (screenplay), Peter Stone (screenplay), Jessica Bendinger (screenplay)",0,2,2,English,Germany,English,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
485,Two Much,1996,14.0,3.6,7.0,36.0,2.7,4749.0,5.4,4516.0,tt0118001,5 nominations.,"Comedy, Romance",English,"Spain, USA",Fernando Trueba,PG-13,118.0,"Antonio Banderas, Melanie Griffith, Daryl Hannah, Danny Aiello","Donald E. Westlake (novel), Fernando Trueba (screenplay), David Trueba (screenplay)",0,5,5,English,Spain,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
486,Unfaithful,2002,49.0,5.7,161.0,68.0,3.3,59852.0,6.7,64463.0,tt0250797,Nominated for 1 Oscar. Another 3 wins & 13 nominations.,"Drama, Thriller","English, French","USA, Germany, France",Adrian Lyne,R,124.0,"Diane Lane, Erik Per Sullivan, Richard Gere, Olivier Martinez","Claude Chabrol (film ""La Femme infidèle""), Alvin Sargent (screenplay), William Broyles Jr. (screenplay)",3,14,17,English,USA,English,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,Unfaithfully Yours,1984,20.0,4.1,10.0,48.0,3.0,1351.0,6.0,2019.0,tt0088326,N/A,"Comedy, Music, Romance",English,USA,Howard Zieff,PG,96.0,"Dudley Moore, Nastassja Kinski, Armand Assante, Albert Brooks","Preston Sturges, Valerie Curtin (screenplay), Barry Levinson (screenplay), Robert Klane (screenplay)",0,0,0,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
488,Under Suspicion,2000,49.0,5.3,45.0,49.0,3.1,8301.0,6.5,18502.0,tt0164212,2 nominations.,"Crime, Drama, Thriller","English, Italian, Spanish","France, USA",Stephen Hopkins,R,110.0,"Gene Hackman, Morgan Freeman, Thomas Jane, Monica Bellucci","John Wainwright (book), Claude Miller, Jean Herman, Michel Audiard, Tom Provost (screenplay), W. Peter Iliff (screenplay)",0,2,2,English,France,English,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,The Underneath,1995,57.0,6.0,21.0,38.0,3.0,1441.0,6.2,2593.0,tt0114788,1 nomination.,"Crime, Thriller",English,USA,Steven Soderbergh,R,99.0,"Peter Gallagher, Alison Elliott, William Fichtner, Adam Trese","Don Tracy (novel), Steven Soderbergh (screenplay), Daniel Fuchs (screenplay)",0,1,1,English,USA,English,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,The Unholy Three,1930,,,,56.0,3.4,158.0,6.8,801.0,tt0021505,N/A,"Crime, Drama, Romance",English,USA,Jack Conway,PASSED,72.0,"Lon Chaney, Lila Lee, Elliott Nugent, Harry Earles","Clarence Aaron 'Tod' Robbins (from the book by), J.C. Nugent (continuity and dialogue), Elliott Nugent (continuity and dialogue)",0,0,0,English,USA,English,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
491,The Unknown Soldier,1985,,,,67.0,3.6,656.0,7.5,1948.0,tt0090215,3 wins & 1 nomination.,"Drama, War","Finnish, Russian",Finland,Rauni Mollberg,N/A,199.0,"Risto Tuorila, Pirkka-Pekka Petelius, Paavo Liski, Mika Mäkelä","Veikko Aaltonen, Väinö Linna (novel), Rauni Mollberg",3,1,4,Finnish,Finland,Finnish,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
492,Vanilla Sky,2001,42.0,5.3,166.0,72.0,3.0,297470.0,6.9,210342.0,tt0259711,Nominated for 1 Oscar. Another 4 wins & 33 nominations.,"Fantasy, Mystery, Romance","English, Spanish","USA, Spain",Cameron Crowe,R,136.0,"Tom Cruise, Penélope Cruz, Cameron Diaz, Kurt Russell","Alejandro Amenábar (film ""Abre Los Ojos""), Mateo Gil (film ""Abre Los Ojos""), Cameron Crowe (screenplay)",4,34,38,English,USA,English,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
493,The Vanishing,1993,47.0,4.9,34.0,46.0,3.1,15408.0,6.3,18833.0,tt0108473,2 nominations.,"Drama, Horror, Mystery",English,USA,George Sluizer,R,109.0,"Jeff Bridges, Kiefer Sutherland, Nancy Travis, Sandra Bullock","Tim Krabbé (novel), Todd Graff (screenplay)",0,2,2,English,USA,English,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
494,Vanishing Point,1997,,,,64.0,3.3,4576.0,5.7,2226.0,tt0120430,1 nomination.,"Action, Adventure, Romance",English,USA,Charles Robert Carner,N/A,91.0,"Viggo Mortensen, Christine Elise, Steve Railsback, Rodney A. Grant","Malcolm Hart (story), Guillermo Cabrera Infante (earlier screenplay), Charles Robert Carner (teleplay)",0,1,1,English,USA,English,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
495,Västkustens hjältar,1940,,,,,,,,,tt0033231,N/A,Drama,Swedish,"Sweden, Denmark","Lau Lauritzen, Alice O'Fredericks",N/A,79.0,"Greta Almroth, Wiktor Andersson, Carl Barcklind, Göran Bernhard","Lau Lauritzen, Alice O'Fredericks",0,0,0,Swedish,Sweden,Swedish,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,Vicki,1953,,,,29.0,3.0,117.0,6.5,629.0,tt0046515,N/A,"Crime, Drama, Film-Noir",English,USA,Harry Horner,APPROVED,85.0,"Jeanne Crain, Jean Peters, Elliott Reid, Richard Boone","Steve Fisher (novel), Dwight Taylor",0,0,0,English,USA,English,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
497,Victor Victoria,1982,96.0,8.1,26.0,86.0,3.7,16353.0,7.6,15639.0,tt0084865,Won 1 Oscar. Another 10 wins & 15 nominations.,"Comedy, Music, Musical","English, French","UK, USA",Blake Edwards,PG,132.0,"Julie Andrews, James Garner, Robert Preston, Lesley Ann Warren","Blake Edwards (screenplay), Hans Hoemburg (concept), Reinhold Schünzel",11,15,26,English,UK,English,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
498,Village of the Damned,1995,29.0,3.9,34.0,27.0,2.7,35632.0,5.6,22430.0,tt0114852,2 nominations.,"Horror, Sci-Fi, Thriller",English,USA,John Carpenter,R,99.0,"Christopher Reeve, Kirstie Alley, Linda Kozlowski, Michael Paré","John Wyndham (book), Stirling Silliphant, Wolf Rilla, Ronald Kinnoch, David Himmelstein (screenplay)",0,2,2,English,USA,English,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
499,Walk Don't Run,1966,100.0,7.0,5.0,71.0,3.5,3329.0,6.7,2971.0,tt0061170,N/A,"Comedy, Romance","English, Japanese",USA,Charles Walters,APPROVED,114.0,"Cary Grant, Samantha Eggar, Jim Hutton, John Standing","Robert Russell (story), Frank Ross (story), Sol Saks (screenplay)",0,0,0,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
500,A Walk in the Clouds,1995,42.0,5.5,24.0,75.0,3.3,62098.0,6.6,25107.0,tt0114887,Won 1 Golden Globe. Another 4 nominations.,"Drama, Romance",English,"USA, Mexico",Alfonso Arau,PG-13,102.0,"Keanu Reeves, Aitana Sánchez-Gijón, Anthony Quinn, Giancarlo Giannini","Robert Mark Kamen (screenplay), Mark Miller (screenplay), Harvey Weitzman (screenplay), Piero Tellini (story and screenplay material: ""Quattro passi fra le nuvole""), Cesare Zavattini (story and screenplay material: ""Quattro passi fra le nuvole""), Vittorio de Benedetti (story and screenplay material: ""Quattro passi fra le nuvole"")",1,4,5,English,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
501,Walking Tall,2004,26.0,4.5,135.0,60.0,3.2,229643.0,6.2,54492.0,tt0351977,2 nominations.,"Action, Crime",English,USA,Kevin Bray,PG-13,86.0,"Michael Bowen, Johnny Knoxville, Dwayne Johnson, Neal McDonough","Mort Briskin (earlier screenplay), David Klass (screenplay), Channing Gibson (screenplay), David Levien (screenplay), Brian Koppelman (screenplay)",0,2,2,English,USA,English,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,Waterloo Bridge,1940,80.0,6.4,5.0,89.0,4.0,4596.0,7.8,7042.0,tt0033238,N/A,"Drama, War, Romance",English,USA,Mervyn LeRoy,PASSED,108.0,"Vivien Leigh, Robert Taylor, Lucile Watson, Virginia Field","S.N. Behrman (screen play), Hans Rameau (screen play), George Froeschel (screen play), Robert E. Sherwood (play)",0,0,0,English,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
503,War of the Worlds,2005,74.0,7.0,251.0,42.0,2.9,32518096.0,6.5,341453.0,tt0407304,Nominated for 3 Oscars. Another 13 wins & 40 nominations.,"Adventure, Sci-Fi, Thriller",English,USA,Steven Spielberg,PG-13,116.0,"Tom Cruise, Dakota Fanning, Miranda Otto, Justin Chatwin","Josh Friedman (screenplay), David Koepp (screenplay), H.G. Wells (novel)",13,43,56,English,USA,English,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
504,The Way of All Flesh,1940,,,,0.0,3.5,107.0,8.0,41.0,tt0033244,N/A,"Crime, Drama, Romance",English,USA,Louis King,APPROVED,86.0,"Akim Tamiroff, Gladys George, William Henry, Muriel Angelus","Lajos Biró (story), Jules Furthman (story), Lenore J. Coffee (screenplay)",0,0,0,English,USA,English,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
505,Web of the Spider,1971,,,,20.0,3.0,159.0,5.8,406.0,tt0066132,N/A,Horror,Italian,"Italy, France, West Germany",Antonio Margheriti,R,102.0,"Anthony Franciosa, Michèle Mercier, Klaus Kinski, Peter Carsten","Giovanni Addessi (screenplay), Bruno Corbucci (screenplay), Bruno Corbucci (story), Giovanni Grimaldi (screenplay), Giovanni Grimaldi (story), Antonio Margheriti (screenplay)",0,0,0,Italian,Italy,Italian,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
506,We Are Family,2010,,,,50.0,3.2,1592.0,5.6,2198.0,tt1428459,1 win & 1 nomination.,"Drama, Family",Hindi,"India, Australia",Siddharth Malhotra,N/A,115.0,"Kajol, Kareena Kapoor, Arjun Rampal, Amrita Prakash",Niranjan Iyengar (dialogue),1,1,2,Hindi,India,Hindi,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
507,Welcome to Collinwood,2002,54.0,5.9,65.0,56.0,3.2,7448.0,6.4,12655.0,tt0271259,1 nomination.,"Comedy, Crime",English,"USA, Germany","Anthony Russo, Joe Russo",R,86.0,"William H. Macy, Isaiah Washington, Sam Rockwell, Michael Jeter","Anthony Russo (screenplay), Joe Russo (screenplay)",0,1,1,English,USA,English,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
508,We're No Angels,1989,47.0,5.0,19.0,42.0,2.9,8637.0,6.0,17733.0,tt0098625,N/A,"Comedy, Crime","English, French, Latin",USA,Neil Jordan,PG-13,106.0,"Robert De Niro, Sean Penn, Demi Moore, Hoyt Axton","David Mamet, Ranald MacDougall (earlier screenplay), Albert Husson (play), Sam Spewack (play), Bella Spewack (play)",0,0,0,English,USA,English,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
509,What a Girl Wants,2003,35.0,4.8,105.0,62.0,3.2,453480.0,5.8,49047.0,tt0286788,1 win.,"Comedy, Drama, Family",English,USA,Dennie Gordon,PG,105.0,"Amanda Bynes, Colin Firth, Kelly Preston, Eileen Atkins","William Douglas-Home (play), William Douglas-Home, Jenny Bicks (screenplay), Elizabeth Chandler (screenplay)",1,0,1,English,USA,English,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
510,What Ever Happened to Baby Jane?,1991,,,,80.0,3.7,64.0,6.4,374.0,tt0103242,N/A,"Drama, Thriller",English,USA,David Greene,N/A,120.0,"Vanessa Redgrave, Lynn Redgrave, Bruce A. Young, Amy Steel","Henry Farrell (novel), Brian Taggert (teleplay)",0,0,0,English,USA,English,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,What Women Want,2011,0.0,4.0,5.0,29.0,2.9,350.0,5.6,1016.0,tt1667150,N/A,"Comedy, Romance, Sci-Fi",Chinese,China,Daming Chen,N/A,116.0,"Andy Lau, Li Gong, Li Yuan, Julian Chen","Josh Goldsmith (story), Cathy Yuspa (story), Diane Drake (story), Josh Goldsmith (screenplay), Cathy Yuspa (screenplay), Daming Chen (adaptation), Eva Cao (adaptation)",0,0,0,Chinese,China,Chinese,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
512,When a Stranger Calls,2006,9.0,3.2,91.0,43.0,3.0,477329.0,5.0,35448.0,tt0455857,3 nominations.,"Horror, Thriller",English,USA,Simon West,PG-13,87.0,"Camilla Belle, Tommy Flanagan, Katie Cassidy, Tessa Thompson","Jake Wade Wall (screenplay), Steve Feke, Fred Walton",0,3,3,English,USA,English,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
513,Where the Boys Are,1984,,,,38.0,2.9,284.0,3.4,672.0,tt0088395,1 win & 4 nominations.,Comedy,English,"UK, USA",Hy Averback,R,94.0,"Lisa Hartman, Lorna Luft, Wendy Schaal, Lynn-Holly Johnson","Stu Krieger (screenplay), Jeff Burkhart (screenplay), Glendon Swarthout (novel)",1,4,5,English,UK,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
514,The Wicked Lady,1983,,,,38.0,2.9,214.0,4.0,832.0,tt0086582,1 nomination.,"Adventure, Drama",English,UK,Michael Winner,R,98.0,"Faye Dunaway, Alan Bates, John Gielgud, Denholm Elliott","Leslie Arliss (screenplay), Michael Winner (screenplay), Gordon Glennon (additional dialogue), Aimée Stuart (additional dialogue), Magdalen King-Hall (from the book ""Life and Death of the Wicked Lady Skelton"" by)",0,1,1,English,UK,English,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,The Wicker Man,2006,,,,,,88.0,3.7,54363.0,tt0450345,2 wins & 7 nominations.,"Horror, Mystery, Thriller",English,"USA, Germany, Canada",Neil LaBute,PG-13,102.0,"Nicolas Cage, Ellen Burstyn, Kate Beahan, Frances Conroy","Neil LaBute (screenplay), Anthony Shaffer",2,7,9,English,USA,English,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
516,Wicker Park,2004,25.0,4.4,134.0,79.0,3.5,55361.0,7.0,45872.0,tt0324554,1 nomination.,"Drama, Mystery, Romance",English,USA,Paul McGuigan,PG-13,114.0,"Josh Hartnett, Rose Byrne, Matthew Lillard, Diane Kruger","Gilles Mimouni (film L'Appartement), Brandon Boyce (screenplay)",0,1,1,English,USA,English,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
517,Willard,2003,64.0,6.2,128.0,50.0,2.9,21666.0,6.2,15418.0,tt0310357,1 win & 4 nominations.,"Drama, Horror, Sci-Fi",English,"Canada, USA",Glen Morgan,PG-13,100.0,"Crispin Glover, R. Lee Ermey, Laura Harring, Jackie Burroughs","Glen Morgan (screenplay), Gilbert Ralston, Stephen Gilbert (book)",1,4,5,English,Canada,English,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
518,The Witness,2015,,,,,,,7.2,1150.0,tt3568002,1 win & 5 nominations.,"Documentary, Biography, Crime",English,USA,James D. Solomon,N/A,89.0,"Shannon Beeby, Kitty Genovese, William Genovese","William Genovese (narration written by), Russell Greene (narration written by), Gabriel Rhodes (narration written by), James D. Solomon (narration written by)",1,5,6,English,USA,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
519,The Wizard of Gore,2007,,,,,,,5.0,2399.0,tt0765487,N/A,"Horror, Mystery",English,USA,Jeremy Kasten,R,94.0,"Kip Pardue, Bijou Phillips, Crispin Glover, Jeffrey Combs","Zach Chassler, Herschell Gordon Lewis (based upon the motion picture)",0,0,0,English,USA,English,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
520,The Wolfman,2010,34.0,4.8,209.0,33.0,2.9,223126.0,5.8,90537.0,tt0780653,Won 1 Oscar. Another 3 wins & 8 nominations.,"Drama, Fantasy, Horror","English, Romany, Ukrainian",USA,Joe Johnston,R,103.0,"Simon Merrells, Gemma Whelan, Emily Blunt, Benicio Del Toro","Andrew Kevin Walker (screenplay), David Self (screenplay), Curt Siodmak",4,8,12,English,USA,English,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
521,The Woman in Red,1984,35.0,4.2,17.0,37.0,2.8,8615.0,5.9,10595.0,tt0088414,Won 1 Oscar. Another 1 win & 1 nomination.,"Comedy, Romance",English,USA,Gene Wilder,PG-13,87.0,"Gene Wilder, Charles Grodin, Joseph Bologna, Judith Ivey","Jean-Loup Dabadie (screenplay), Yves Robert (screenplay), Gene Wilder",2,1,3,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
522,The Women,2008,13.0,3.9,143.0,37.0,3.0,62000.0,4.9,16864.0,tt0430770,4 wins & 4 nominations.,"Comedy, Drama",English,USA,Diane English,PG-13,114.0,"Meg Ryan, Annette Bening, Eva Mendes, Debra Messing","Diane English (screenplay), Clare Boothe Luce (play), Anita Loos, Jane Murfin",4,4,8,English,USA,English,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
523,The Wool Cap,2004,,,,84.0,3.6,1157.0,7.3,1017.0,tt0377972,Nominated for 1 Golden Globe. Another 14 nominations.,Drama,English,USA,Steven Schachter,PG-13,103.0,"William H. Macy, Ned Beatty, Keke Palmer, Don Rickles","Jackie Gleason (story ""Gigot""), William H. Macy (teleplay), Steven Schachter (teleplay)",0,15,15,English,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,The Yellow Handkerchief,2008,67.0,6.1,49.0,59.0,3.4,13098.0,6.8,6843.0,tt0954990,N/A,"Drama, Romance",English,USA,Udayan Prasad,PG-13,102.0,"William Hurt, Maria Bello, Kristen Stewart, Eddie Redmayne","Pete Hamill (story), Erin Dignam (screenplay)",0,0,0,English,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
525,Yogi,2007,,,,,,,4.6,269.0,tt0887793,N/A,"Action, Drama",Telugu,India,Vinayak V.V.,N/A,155.0,"Prabhas, Nayanthara, Ali, Chalapathi Rao","Prem (story), Vinayak V.V. (screenplay)",0,0,0,Telugu,India,Telugu,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,"Yours, Mine & Ours",2005,6.0,3.3,106.0,51.0,3.2,397988.0,5.4,22262.0,tt0443295,2 wins & 4 nominations.,"Comedy, Family, Fantasy",English,USA,Raja Gosnell,PG,88.0,"Dennis Quaid, Rene Russo, Sean Faris, Katija Pevec","Ron Burch (screenplay), David Kidd (screenplay), Melville Shavelson, Mort Lachman, Madelyn Davis, Bob Carroll Jr.",2,4,6,English,USA,English,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
527,You're Never Too Young,1955,,,,60.0,3.7,375.0,6.6,942.0,tt0048822,N/A,Comedy,English,USA,Norman Taurog,APPROVED,102.0,"Dean Martin, Jerry Lewis, Diana Lynn, Nina Foch","Sidney Sheldon (screenplay), Edward Childs Carpenter (play), Fanny Kilbourne (story ""Sunny Goes Home"")",0,0,0,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
528,You've Got Mail,1998,69.0,6.2,83.0,73.0,3.1,461920.0,6.5,155664.0,tt0128853,Nominated for 1 Golden Globe. Another 5 wins & 7 nominations.,"Comedy, Drama, Romance",English,USA,Nora Ephron,PG,119.0,"Tom Hanks, Meg Ryan, Greg Kinnear, Parker Posey","Miklós László (play), Nora Ephron (screenplay), Delia Ephron (screenplay)",5,8,13,English,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
529,12 Angry Men,1957,100.0,8.9,48.0,97.0,4.2,103072.0,8.9,467692.0,tt0050083,Nominated for 3 Oscars. Another 16 wins & 8 nominations.,"Crime, Drama",English,USA,Sidney Lumet,APPROVED,96.0,"Martin Balsam, John Fiedler, Lee J. Cobb, E.G. Marshall","Reginald Rose (story), Reginald Rose (screenplay)",16,11,27,English,USA,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,13 Tzameti,2005,84.0,7.0,67.0,85.0,3.9,9280.0,7.4,14918.0,tt0475169,10 wins & 3 nominations.,"Crime, Drama, Thriller","French, Georgian, German",France,Géla Babluani,NOT RATED,93.0,"George Babluani, Aurélien Recoing, Pascal Bongard, Fred Ulysse",Géla Babluani,10,3,13,French,France,French,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
