,Title,Year,tomatoMeter,tomatoRating,tomatoReviews,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,imdbRating,imdbVotes,imdbID,Awards,Genre,Language,Country,Director,Rated,Runtime,Actors,Writer,Award_count,Noms_count,Noms+Awards,PrimaryLanguage,PrimaryCountry,PrimaryLangFixed,Crime,Drama,Thriller,Action,Adventure,Film_Noir,Mystery,Comedy,Family,Horror,Sci_Fi,Romance,Music,Fantasy,Western,War,Sport,History,Biography
531,Jûsan-nin no shikaku,1963,,,,69.0,3.7,161.0,7.6,528.0,tt0057212,N/A,"Adventure, Action",Japanese,Japan,Eiichi Kudô,NOT RATED,125.0,"Takayuki Akutagawa, Chiezô Kataoka, Kôtarô Satomi, Ryôhei Uchida",Kaneo Ikegami (screenplay),0,0,0,Japanese,Japan,Japanese,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,The Raven,1943,87.0,7.7,23.0,91.0,4.0,2751.0,7.8,6440.0,tt0035753,N/A,"Crime, Drama, Mystery",French,France,Henri-Georges Clouzot,NOT RATED,92.0,"Pierre Fresnay, Ginette Leclerc, Micheline Francey, Héléna Manson","Louis Chavance (scenario), Henri-Georges Clouzot (adaptation), Louis Chavance (adaptation)",0,0,0,French,France,French,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
533,101 Dalmatians,1961,98.0,8.1,45.0,75.0,3.3,708505.0,7.2,115730.0,tt0055254,Won 1 BAFTA Film Award. Another 2 nominations.,"Animation, Adventure, Comedy",English,USA,"Clyde Geronimi, Hamilton Luske, Wolfgang Reitherman",G,79.0,"Rod Taylor, J. Pat O'Malley, Betty Lou Gerson, Martha Wentworth","Bill Peet (story), Dodie Smith (novel)",1,2,3,English,USA,English,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
534,Two Thousand Maniacs!,1964,36.0,4.5,14.0,49.0,3.1,3707.0,5.9,3252.0,tt0058694,N/A,Horror,English,USA,Herschell Gordon Lewis,UNRATED,83.0,"Connie Mason, William Kerwin, Jeffrey Allen, Shelby Livingston",Herschell Gordon Lewis (screenplay),0,0,0,English,USA,English,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
535,3:10 to Yuma,1957,96.0,7.6,26.0,78.0,3.6,9124.0,7.6,14663.0,tt0050086,Nominated for 1 BAFTA Film Award. Another 1 win & 2 nominations.,"Drama, Thriller, Western",English,USA,Delmer Daves,APPROVED,92.0,"Glenn Ford, Van Heflin, Felicia Farr, Leora Dana","Halsted Welles (screenplay), Elmore Leonard (story)",1,3,4,English,USA,English,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
536,The Invisible Man Returns,1940,82.0,5.8,17.0,60.0,3.3,2364.0,6.5,2135.0,tt0032635,Nominated for 1 Oscar. Another 1 nomination.,"Drama, Horror, Mystery",English,USA,Joe May,APPROVED,81.0,"Cedric Hardwicke, Vincent Price, Nan Grey, John Sutton","H.G. Wells (characters), Joe May (story), Curt Siodmak (story), Lester Cole (screenplay), Curt Siodmak (screenplay)",0,2,2,English,USA,English,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
537,About Last Night...,1986,61.0,6.3,28.0,59.0,3.2,12600.0,6.1,11698.0,tt0090583,1 win.,"Comedy, Drama, Romance",English,USA,Edward Zwick,R,113.0,"Rob Lowe, Demi Moore, Jim Belushi, Elizabeth Perkins","David Mamet (play), Tim Kazurinsky (screenplay), Denise DeClue (screenplay)",1,0,1,English,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
538,Her Grace Commands,1931,,,,,,,6.9,28.0,tt0021991,N/A,Comedy,German,Germany,Hanns Schwarz,N/A,96.0,"Käthe von Nagy, Willy Fritsch, Reinhold Schünzel, Paul Hörbiger","Paul Frank, Robert Liebmann, Billy Wilder",0,0,0,German,Germany,German,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
539,Love Affair,1939,86.0,8.0,7.0,72.0,3.7,1641.0,7.4,3129.0,tt0031593,N/A,"Comedy, Drama, Romance","English, French",USA,Leo McCarey,APPROVED,88.0,"Irene Dunne, Charles Boyer, Maria Ouspenskaya, Lee Bowman","Delmer Daves (screen play), Donald Ogden Stewart (screen play), Mildred Cram (story), Leo McCarey (story)",0,0,0,English,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
540,Out of the Past,1947,97.0,8.9,32.0,92.0,4.2,7817.0,8.1,23830.0,tt0039689,1 win.,"Crime, Drama, Film-Noir","English, American Sign Language",USA,Jacques Tourneur,NOT RATED,97.0,"Robert Mitchum, Jane Greer, Kirk Douglas, Rhonda Fleming","Daniel Mainwaring (screenplay), Daniel Mainwaring (novel)",1,0,1,English,USA,English,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
541,Alfie,1966,100.0,7.9,24.0,76.0,3.4,14588.0,7.1,10807.0,tt0060086,Nominated for 5 Oscars. Another 7 wins & 17 nominations.,"Comedy, Drama",English,UK,Lewis Gilbert,APPROVED,114.0,"Michael Caine, Shelley Winters, Millicent Martin, Julia Foster","Bill Naughton (screenplay), Bill Naughton (based on the play: ""Alfie"")",7,22,29,English,UK,English,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
542,Pépé le Moko,1937,100.0,8.6,30.0,87.0,3.8,2426.0,7.8,4725.0,tt0029453,2 wins.,"Crime, Drama, Romance","French, Arabic",France,Julien Duvivier,NOT RATED,94.0,"Jean Gabin, Gabriel Gabrio, Saturnin Fabre, Fernand Charpin","Henri La Barthe (novel), Henri La Barthe (scenario), Julien Duvivier (scenario), Jacques Constant (adaptation), Henri Jeanson (dialogue)",2,0,2,French,France,French,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
543,A Guy Named Joe,1943,,,,72.0,3.6,614.0,7.0,1593.0,tt0035959,N/A,"Drama, Romance, War",English,USA,Victor Fleming,PASSED,120.0,"Spencer Tracy, Irene Dunne, Van Johnson, Ward Bond","Chandler Sprague (story), David Boehm (story), Frederick Hazlitt Brennan (adaptation), Dalton Trumbo (screenplay)",0,0,0,English,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
544,The Amityville Horror,1979,24.0,4.4,25.0,52.0,3.3,86675.0,6.2,28313.0,tt0078767,Nominated for 1 Oscar. Another 7 nominations.,Horror,English,USA,Stuart Rosenberg,R,117.0,"James Brolin, Margot Kidder, Rod Steiger, Don Stroud","Sandor Stern (screenplay), Jay Anson (based on the book by)",0,8,8,English,USA,English,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
545,...And God Created Woman,1956,73.0,6.3,11.0,53.0,3.0,12086.0,6.3,5557.0,tt0049189,1 nomination.,"Drama, Romance","French, English","France, Italy",Roger Vadim,PG,90.0,"Brigitte Bardot, Curd Jürgens, Jean-Louis Trintignant, Jane Marken","Roger Vadim, Raoul Lévy",0,1,1,French,France,French,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
546,And Soon the Darkness,1970,40.0,5.2,5.0,66.0,3.4,421.0,6.7,1933.0,tt0065398,N/A,"Horror, Mystery, Thriller","English, French",UK,Robert Fuest,GP,94.0,"Pamela Franklin, Michele Dotrice, Sandor Elès, John Nettleton","Brian Clemens (original story), Terry Nation (original story), Brian Clemens (screenplay), Terry Nation (screenplay)",0,0,0,English,UK,English,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
547,Angels in the Outfield,1951,,,,63.0,3.4,9406.0,7.1,1597.0,tt0043286,1 nomination.,"Comedy, Family, Fantasy",English,USA,Clarence Brown,APPROVED,99.0,"Paul Douglas, Janet Leigh, Keenan Wynn, Donna Corcoran","Richard Conlin (story), Dorothy Kingsley (screenplay), George Wells (screenplay)",0,1,1,English,USA,English,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
548,Angel on My Shoulder,1946,,,,68.0,3.5,1156.0,6.9,1809.0,tt0038300,N/A,"Comedy, Fantasy, Romance",English,USA,Archie Mayo,APPROVED,100.0,"Paul Muni, Anne Baxter, Claude Rains, Onslow Stevens","Harry Segall (original story), Harry Segall (screenplay), Roland Kibbee (screenplay)",0,0,0,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
549,Annie,1982,52.0,5.2,25.0,69.0,3.1,365561.0,6.5,31164.0,tt0083564,Nominated for 2 Oscars. Another 2 wins & 11 nominations.,"Comedy, Drama, Family",English,USA,John Huston,PG,127.0,"Albert Finney, Carol Burnett, Ann Reinking, Tim Curry","Carol Sobieski (screenplay), Thomas Meehan (book)",2,13,15,English,USA,English,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
550,Thirupaachi,2005,,,,53.0,3.8,273.0,5.6,1770.0,tt0475756,N/A,"Action, Romance, Thriller",Tamil,India,Perarasu,N/A,,"Vijay, Trisha Krishnan, Mallika, Manoj K. Jayan","Perarasu (screenplay), Perarasu (story)",0,0,0,Tamil,India,Tamil,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
551,Duck Soup,1927,,,,50.0,3.6,50.0,6.7,574.0,tt0017836,N/A,"Comedy, Short",English,USA,Fred Guiol,N/A,20.0,"Stan Laurel, Oliver Hardy, Madeline Hurlock, William Austin","Arthur J. Jefferson (play), H.M. Walker (titles)",0,0,0,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
552,Antropophagus,1980,,,,,,,5.4,3848.0,tt0082479,N/A,Horror,"Italian, German",Italy,Joe D'Amato,N/A,90.0,"Tisa Farrow, Saverio Vallone, Serena Grandi, Margaret Mazzantini","George Eastman (story), Joe D'Amato (story), George Eastman (screenplay)",0,0,0,Italian,Italy,Italian,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
553,April Fool's Day,1986,,,,,,53.0,6.2,10853.0,tt0090655,N/A,"Horror, Mystery",English,"USA, Canada",Fred Walton,R,89.0,"Jay Baker, Pat Barlow, Lloyd Berry, Deborah Foreman",Danilo Bach,0,0,0,English,USA,English,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
554,Manichithrathazhu,1993,,,,93.0,4.5,89.0,8.7,2732.0,tt0214915,2 wins.,"Comedy, Horror, Musical",Malayalam,India,Fazil,N/A,169.0,"Mohanlal, Shobana, Suresh Gopi, Vinaya Prasad",Madhu Muttam,2,0,2,Malayalam,India,Malayalam,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
555,Arch of Triumph,1948,,,,53.0,3.2,708.0,6.4,1052.0,tt0040109,N/A,"Drama, Romance, War","English, German",USA,Lewis Milestone,APPROVED,120.0,"Ingrid Bergman, Charles Boyer, Charles Laughton, Louis Calhern","Lewis Milestone (screenplay), Harry Brown (screenplay), Erich Maria Remarque (from the novel by serialized in Collier's magazine)",0,0,0,English,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
556,The Arena,1974,,,,25.0,2.9,967.0,5.4,719.0,tt0069729,N/A,"Action, Adventure",English,"Italy, USA",Steve Carver,R,83.0,"Margaret Markov, Pam Grier, Lucretia Love, Paul Muller","John William Corrington, Joyce Hooper Corrington",0,0,0,English,Italy,English,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,Arthur,1981,90.0,7.2,30.0,77.0,3.3,33409.0,6.9,21831.0,tt0082031,Won 2 Oscars. Another 9 wins & 6 nominations.,"Comedy, Romance",English,USA,Steve Gordon,PG,97.0,"Dudley Moore, Liza Minnelli, John Gielgud, Geraldine Fitzgerald",Steve Gordon,11,6,17,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
558,Assault on Precinct 13,1976,97.0,7.8,38.0,80.0,3.6,24243.0,7.4,32672.0,tt0074156,1 nomination.,"Action, Crime, Thriller",English,USA,John Carpenter,R,91.0,"Austin Stoker, Darwin Joston, Laurie Zimmer, Martin West",John Carpenter,0,1,1,English,USA,English,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,Attack of the 50 Foot Woman,1958,75.0,6.2,12.0,31.0,2.8,1233.0,5.0,3445.0,tt0051380,N/A,"Horror, Sci-Fi",English,USA,Nathan Juran,NOT RATED,65.0,"Allison Hayes, William Hudson, Yvette Vickers, Roy Gordon",Mark Hanna,0,0,0,English,USA,English,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
560,Seven Chances,1925,100.0,8.8,14.0,91.0,4.1,1909.0,8.0,6528.0,tt0016332,1 win & 1 nomination.,"Comedy, Romance",English,USA,Buster Keaton,NOT RATED,56.0,"Buster Keaton, T. Roy Barnes, Snitz Edwards, Ruth Dwyer","Roi Cooper Megrue (adapted from David Belasco's famous comedy by), Clyde Bruckman (screen version), Jean C. Havez (screen version), Joseph A. Mitchell (screen version)",1,1,2,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
561,Little Mother,1935,,,,,,,7.4,16.0,tt0025411,1 nomination.,Drama,German,"Austria, Hungary",Henry Koster,N/A,,"Franciska Gaal, Bandi, Friedrich Benfer, Otto Wallburg",Felix Jackson,0,1,1,German,Austria,German,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,The Bad News Bears,1976,96.0,7.7,26.0,80.0,3.4,40214.0,7.3,16636.0,tt0074174,Nominated for 1 BAFTA Film Award. Another 1 win.,"Comedy, Drama, Family","English, Spanish",USA,Michael Ritchie,PG,102.0,"Walter Matthau, Tatum O'Neal, Vic Morrow, Joyce Van Patten",Bill Lancaster,1,1,2,English,USA,English,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
563,The Ballad of Narayama,1958,100.0,8.2,6.0,91.0,4.2,229.0,8.0,1555.0,tt0051980,6 wins & 1 nomination.,Drama,Japanese,Japan,Keisuke Kinoshita,N/A,98.0,"Kinuyo Tanaka, Teiji Takahashi, Yûko Mochizuki, Danko Ichikawa","Shichirô Fukazawa (stories), Keisuke Kinoshita",6,1,7,Japanese,Japan,Japanese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,The Bad Seed,1956,68.0,7.3,25.0,83.0,3.8,8542.0,7.5,9857.0,tt0048977,Nominated for 4 Oscars. Another 1 win & 1 nomination.,"Crime, Drama, Horror",English,USA,Mervyn LeRoy,APPROVED,129.0,"Nancy Kelly, Patty McCormack, Henry Jones, Eileen Heckart","John Lee Mahin (screenplay), Maxwell Anderson (play), William March (novel)",1,5,6,English,USA,English,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
565,Bangkok Dangerous,2000,53.0,5.5,36.0,62.0,3.4,3253.0,6.6,3175.0,tt0263101,3 wins & 4 nominations.,"Action, Crime, Romance",Thai,Thailand,"Danny Pang, Oxide Chun Pang",R,105.0,"Pawarith Monkolpisit, Premsinee Ratanasopha, Patharawarin Timkul, Pisek Intrakanchit","Danny Pang, Oxide Chun Pang",3,4,7,Thai,Thailand,Thai,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
566,Seven Samurai,1954,100.0,9.3,57.0,97.0,4.5,89443.0,8.7,235561.0,tt0047478,Nominated for 2 Oscars. Another 5 wins & 6 nominations.,"Action, Adventure, Drama",Japanese,Japan,Akira Kurosawa,UNRATED,207.0,"Toshirô Mifune, Takashi Shimura, Keiko Tsushima, Yukiko Shimazaki","Akira Kurosawa (screenplay), Shinobu Hashimoto (screenplay), Hideo Oguni (screenplay)",5,8,13,Japanese,Japan,Japanese,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,The Battle of the Sexes,1914,,,,,,,6.1,34.0,tt0003665,N/A,Drama,English,USA,D.W. Griffith,N/A,50.0,"Donald Crisp, Lillian Gish, Robert Harron, Mary Alden",Daniel Carson Goodman (novel),0,0,0,English,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,Fingers,1978,91.0,6.9,11.0,69.0,3.4,1114.0,7.0,1811.0,tt0077549,N/A,"Crime, Drama, Music",English,USA,James Toback,R,90.0,"Harvey Keitel, Tisa Farrow, Jim Brown, Michael V. Gazzo",James Toback,0,0,0,English,USA,English,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
569,Beau Geste,1926,,,,,,,7.1,229.0,tt0016634,1 win.,"Action, Adventure, Drama",English,USA,Herbert Brenon,N/A,101.0,"Ronald Colman, Neil Hamilton, Ralph Forbes, Alice Joyce","Herbert Brenon (adaptation), John Russell (adaptation), Paul Schofield, Percival Christopher Wren (novel)",1,0,1,English,USA,English,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,Bedazzled,1967,81.0,7.7,16.0,75.0,3.3,10433.0,7.0,6800.0,tt0061391,N/A,"Comedy, Fantasy, Romance",English,UK,Stanley Donen,APPROVED,103.0,"Peter Cook, Dudley Moore, Eleanor Bron, Raquel Welch","Peter Cook (story), Dudley Moore (story), Peter Cook (screenplay)",0,0,0,English,UK,English,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
571,Deaf Sam-ryong,1929,,,,,,,,,tt0321420,N/A,N/A,Korean,Korea,Woon-gyu Na,N/A,,"Woon-gyu Na, Shin-bang Yu, Sam-son Ju, Bong-chun Yun",Woon-gyu Na,0,0,0,Korean,Korea,Korean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,Beyond a Reasonable Doubt,1956,69.0,6.8,16.0,57.0,3.4,704.0,7.0,3094.0,tt0049006,N/A,"Crime, Film-Noir, Drama",English,USA,Fritz Lang,NOT RATED,80.0,"Dana Andrews, Joan Fontaine, Sidney Blackmer, Arthur Franz",Douglas Morrow (story and screenplay),0,0,0,English,USA,English,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
573,House of Strangers,1949,80.0,6.2,5.0,75.0,3.8,359.0,7.4,1885.0,tt0041487,1 win & 1 nomination.,"Crime, Drama, Film-Noir","English, Italian",USA,Joseph L. Mankiewicz,APPROVED,101.0,"Edward G. Robinson, Susan Hayward, Richard Conte, Luther Adler","Philip Yordan (screenplay), Jerome Weidman (novel)",1,1,2,English,USA,English,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
574,The Land Beyond the Law,1927,,,,,,2.0,,,tt0018076,N/A,Western,English,USA,Harry Joe Brown,N/A,70.0,"Ken Maynard, Dorothy Dwan, Tom Santschi, Noah Young","Marion Jackson (screenplay), Marion Jackson (story)",0,0,0,English,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
575,Mr. Smith Goes to Washington,1939,83.0,7.4,12.0,82.0,3.6,1628.0,8.2,78918.0,tt0031679,Won 1 Oscar. Another 4 wins & 11 nominations.,"Comedy, Drama",English,USA,Frank Capra,NOT RATED,129.0,"Jean Arthur, James Stewart, Claude Rains, Edward Arnold","Sidney Buchman (screen play), Lewis R. Foster (story)",5,11,16,English,USA,English,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
576,La Cage aux Folles,1978,100.0,7.8,18.0,84.0,3.7,6363.0,7.3,7735.0,tt0077288,Nominated for 3 Oscars. Another 5 wins & 2 nominations.,Comedy,French,"France, Italy",Édouard Molinaro,R,110.0,"Ugo Tognazzi, Michel Serrault, Claire Maurier, Rémi Laurent","Jean Poiret (play), Francis Veber (screenplay), Édouard Molinaro (screenplay), Marcello Danon (screenplay), Jean Poiret (screenplay)",5,5,10,French,France,French,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
577,Little Caesar,1931,91.0,7.5,22.0,75.0,3.6,6011.0,7.3,8980.0,tt0021079,Nominated for 1 Oscar. Another 1 win.,"Crime, Drama, Romance",English,USA,Mervyn LeRoy,N/A,79.0,"Edward G. Robinson, Douglas Fairbanks Jr., Glenda Farrell, William Collier Jr.","W.R. Burnett (novel), Robert N. Lee (continuity), Francis Edward Faragoh (screen version), Francis Edward Faragoh (dialogue)",1,1,2,English,USA,English,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
578,Black Christmas,1974,64.0,6.1,25.0,75.0,3.6,22729.0,7.2,22619.0,tt0071222,2 wins & 2 nominations.,"Horror, Mystery, Thriller",English,Canada,Bob Clark,R,98.0,"Olivia Hussey, Keir Dullea, Margot Kidder, John Saxon",Roy Moore (screenplay),2,2,4,English,Canada,English,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
579,In a Wild Moment,1977,,,,,,,6.3,318.0,tt0076849,N/A,Comedy,French,France,Claude Berri,R,81.0,"Jean-Pierre Marielle, Victor Lanoux, Christine Dejoux, Agnès Soral",Claude Berri,0,0,0,French,France,French,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
580,The Blob,1958,68.0,6.3,31.0,52.0,3.0,31460.0,6.4,17006.0,tt0051418,1 nomination.,"Horror, Sci-Fi",English,USA,"Irvin S. Yeaworth Jr., Russell S. Doughten Jr.",APPROVED,86.0,"Steve McQueen, Aneta Corsaut, Earl Rowe, Olin Howland","Theodore Simonson (screenplay), Kay Linaker (screenplay), Irvine H. Millgate (original idea)",0,1,1,English,USA,English,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
581,Blood Feast,1963,36.0,4.2,11.0,46.0,3.1,6204.0,5.0,4299.0,tt0056875,N/A,Horror,English,USA,Herschell Gordon Lewis,UNRATED,67.0,"William Kerwin, Mal Arnold, Connie Mason, Lyn Bolton",Allison Louise Downe (screenplay),0,0,0,English,USA,English,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
582,The Blue Angel,1930,94.0,8.2,36.0,87.0,4.0,5624.0,7.8,10557.0,tt0020697,N/A,"Drama, Music","German, English, French",Germany,Josef von Sternberg,NOT RATED,106.0,"Emil Jannings, Marlene Dietrich, Kurt Gerron, Rosa Valetti","Heinrich Mann (novel), Carl Zuckmayer, Karl Vollmöller, Robert Liebmann",0,0,0,German,Germany,German,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
583,Teacher's Pet,1930,,,,,,,8.2,183.0,tt0021456,N/A,"Comedy, Family, Short",English,USA,Robert F. McGowan,N/A,20.0,"Matthew 'Stymie' Beard, Norman 'Chubby' Chaney, Jackie Cooper, Dorothy DeBorba",H.M. Walker (dialogue),0,0,0,English,USA,English,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
584,Born Yesterday,1950,95.0,8.2,21.0,86.0,3.9,4690.0,7.7,7555.0,tt0042276,Won 1 Oscar. Another 3 wins & 10 nominations.,"Comedy, Drama, Romance",English,USA,George Cukor,APPROVED,103.0,"Judy Holliday, Broderick Crawford, William Holden, Howard St. John","Garson Kanin (play), Albert Mannheimer (screenplay)",4,10,14,English,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
585,Boudu Saved from Drowning,1932,100.0,8.6,22.0,82.0,3.6,5537.0,7.5,3882.0,tt0022718,N/A,Comedy,French,France,Jean Renoir,NOT RATED,85.0,"Michel Simon, Marcelle Hainia, Sévérine Lerczinska, Jean Gehret",René Fauchois (play),0,0,0,French,France,French,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
586,The Window,1949,,,,76.0,3.6,608.0,7.5,2255.0,tt0042046,Nominated for 1 Oscar. Another 1 win & 2 nominations.,"Drama, Film-Noir, Thriller",English,USA,Ted Tetzlaff,APPROVED,73.0,"Barbara Hale, Arthur Kennedy, Paul Stewart, Ruth Roman","Mel Dinelli (screenplay), Cornell Woolrich (based on a story by: ""The Boy Cried Murder"")",1,3,4,English,USA,English,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
587,Breathless,1960,97.0,8.7,61.0,90.0,4.1,38402.0,7.9,53856.0,tt0053472,Nominated for 1 BAFTA Film Award. Another 4 wins & 2 nominations.,"Crime, Drama","French, English",France,Jean-Luc Godard,UNRATED,90.0,"Jean Seberg, Jean-Paul Belmondo, Daniel Boulanger, Henri-Jacques Huet",François Truffaut (story),4,3,7,French,France,French,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,Bride Wars,2009,10.0,3.3,140.0,51.0,3.3,375820.0,5.4,81335.0,tt0901476,1 win & 8 nominations.,"Comedy, Romance",English,USA,Gary Winick,PG,89.0,"Kate Hudson, Anne Hathaway, Bryan Greenberg, Chris Pratt","Greg DePaul (screenplay), Casey Wilson (screenplay), June Diane Raphael (screenplay), Greg DePaul (story)",1,8,9,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
589,Brian's Song,1971,92.0,7.5,12.0,82.0,3.7,9058.0,7.6,5942.0,tt0068315,Nominated for 1 Golden Globe. Another 10 wins & 7 nominations.,"Biography, Drama, Sport",English,USA,Buzz Kulik,G,73.0,"James Caan, Billy Dee Williams, Jack Warden, Bernie Casey","William Blinn, Gale Sayers (book), Al Silverman (book)",10,8,18,English,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
590,Brothers,2004,89.0,7.5,72.0,85.0,3.8,4083.0,7.6,9600.0,tt0386342,13 wins & 21 nominations.,"Drama, War",Danish,"Denmark, UK, Sweden, Norway",Susanne Bier,R,117.0,"Connie Nielsen, Ulrich Thomsen, Nikolaj Lie Kaas, Sarah Juel Werner","Susanne Bier (story), Anders Thomas Jensen (story)",13,21,34,Danish,Denmark,Danish,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
591,A Bucket of Blood,1959,73.0,6.8,11.0,69.0,3.4,4841.0,6.8,4171.0,tt0052655,N/A,"Comedy, Crime, Horror",English,USA,Roger Corman,APPROVED,66.0,"Dick Miller, Barboura Morris, Antony Carbone, Julian Burton",Charles B. Griffith (screenplay),0,0,0,English,USA,English,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
592,A Pain in the Ass,1973,,,,70.0,3.7,121.0,7.2,2163.0,tt0072934,N/A,Comedy,"French, English","France, Italy",Édouard Molinaro,PG,85.0,"Lino Ventura, Jacques Brel, Caroline Cellier, Jean-Pierre Darras",Francis Veber (play),0,0,0,French,France,French,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
593,Bachelor Mother,1939,,,,88.0,4.0,1128.0,7.7,2742.0,tt0031067,N/A,"Comedy, Romance",English,USA,Garson Kanin,APPROVED,82.0,"Ginger Rogers, David Niven, Charles Coburn, Frank Albertson","Norman Krasna (screen play), Felix Jackson (story)",0,0,0,English,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
594,The Burmese Harp,1956,91.0,7.8,11.0,93.0,4.2,1851.0,8.1,4067.0,tt0049012,Nominated for 1 Oscar. Another 4 wins & 2 nominations.,"Drama, Music, War","Japanese, English",Japan,Kon Ichikawa,NOT RATED,116.0,"Rentarô Mikuni, Shôji Yasui, Jun Hamamura, Taketoshi Naitô","Michio Takeyama (novel), Natto Wada",4,3,7,Japanese,Japan,Japanese,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
