,Title_orig,Year_orig,imdbRating_orig,imdbVotes_orig,Runtime_orig,Award_count_orig,Noms_count_orig,Noms+Awards_orig,PrimaryCountry_orig,PrimaryLangFixed_orig,Crime_orig,Drama_orig,Thriller_orig,Action_orig,Adventure_orig,Film_Noir_orig,Mystery_orig,Comedy_orig,Family_orig,Horror_orig,Sci_Fi_orig,Romance_orig,Music_orig,Fantasy_orig,Western_orig,War_orig,Sport_orig,History_orig,Biography_orig,Title_remake,Year_remake,imdbRating_remake,imdbVotes_remake,Runtime_remake,Award_count_remake,Noms_count_remake,Noms+Awards_remake,PrimaryCountry_remake,PrimaryLangFixed_remake,Crime_remake,Drama_remake,Thriller_remake,Action_remake,Adventure_remake,Film_Noir_remake,Mystery_remake,Comedy_remake,Family_remake,Horror_remake,Sci_Fi_remake,Romance_remake,Music_remake,Fantasy_remake,Western_remake,War_remake,Sport_remake,History_remake,Biography_remake,SameLang,SameCountry,YearDiff
248,Libeled Lady,1936,7.9,5489.0,98.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Easy to Wed,1946,6.3,477.0,106.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,10
249,Lifeboat,1944,7.8,20844.0,97.0,2,3,5,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Lifepod,1993,6.0,719.0,89.0,0,0,0,USA,English,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,49
250,Little Fugitive,1953,7.7,1729.0,80.0,4,3,7,USA,English,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Little Fugitive,2006,5.8,104.0,89.0,1,0,1,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,53
251,Little Miss Marker,1934,7.1,921.0,80.0,1,0,1,USA,English,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Little Miss Marker,1980,6.3,1007.0,103.0,0,1,1,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,46
252,The Little Shop of Horrors,1960,6.3,12792.0,72.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Little Shop of Horrors,1986,6.9,50853.0,94.0,2,13,15,USA,English,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,26
253,LOL (Laughing Out Loud) ®,2008,6.3,6706.0,103.0,2,1,3,France,French,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,LOL,2012,4.3,46012.0,97.0,0,1,1,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4
254,The Longest Yard,1974,7.1,13423.0,121.0,2,4,6,USA,English,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The Longest Yard,2005,6.4,132752.0,113.0,2,17,19,USA,English,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,31
255,His Royal Slyness,1920,6.3,392.0,27.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Long Fliv the King,1926,6.7,133.0,22.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6
256,"The Long, Hot Summer",1958,7.5,7650.0,115.0,2,4,6,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Long Hot Summer,1985,7.2,638.0,200.0,0,3,3,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,27
257,Le Jour se Leve,1939,7.8,4840.0,93.0,0,1,1,France,French,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,The Long Night,1947,6.7,1027.0,101.0,0,0,0,USA,English,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
258,Lost Horizon,1937,7.8,9512.0,97.0,3,5,8,USA,English,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lost Horizon,1973,5.2,1626.0,150.0,0,0,0,USA,English,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,36
259,Lost Patrol,1929,6.2,13.0,,0,0,0,UK,English,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,The Lost Patrol,1934,7.0,2264.0,73.0,1,1,2,USA,English,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5
260,Love Affair,1939,7.4,3129.0,88.0,0,0,0,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Love Affair,1994,5.9,3798.0,108.0,0,2,2,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,55
261,Can't Buy Me Love,1987,6.7,23925.0,94.0,1,3,4,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Love Don't Cost a Thing,2003,5.0,5846.0,100.0,0,6,6,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,16
262,Swamp Water,1941,7.1,1138.0,88.0,0,0,0,USA,English,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lure of the Wilderness,1952,6.9,162.0,93.0,0,0,0,USA,English,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,11
263,M,1931,8.4,99611.0,99.0,2,0,2,Germany,German,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,M,1951,6.9,891.0,88.0,0,0,0,USA,English,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
264,Mädchen in Uniform,1931,7.7,1671.0,87.0,3,0,3,Germany,German,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Mädchen in Uniform,1958,7.1,810.0,91.0,1,4,5,West Germany,German,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27
265,The Hands of Orlac,1924,7.0,1268.0,92.0,0,0,0,Germany,German,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Mad Love,1935,7.4,3202.0,68.0,0,0,0,USA,English,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,11
266,The Magnificent Ambersons,1942,7.9,17160.0,88.0,2,4,6,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,The Magnificent Ambersons,2002,6.0,719.0,150.0,0,0,0,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,60
267,Seven Samurai,1954,8.7,235561.0,207.0,5,8,13,Japan,Japanese,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Magnificent Seven,1960,7.8,68927.0,128.0,1,6,7,USA,English,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
268,I Am Sam,2001,7.6,123885.0,132.0,8,11,19,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main Aisa Hi Hoon,2005,4.8,724.0,162.0,0,0,0,India,Hindi,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
269,The Private War of Major Benson,1955,6.7,604.0,105.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,Major Payne,1995,6.1,22631.0,95.0,0,0,0,USA,English,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,40
270,The Walking Dead,1936,6.7,1596.0,66.0,0,0,0,USA,English,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,The Man They Could Not Hang,1939,6.8,950.0,64.0,0,0,0,USA,English,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,3
271,The Tall Blond Man with One Black Shoe,1972,7.3,5094.0,90.0,3,1,4,France,French,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,The Man with One Red Shoe,1985,5.6,11879.0,92.0,0,0,0,USA,English,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
272,The Man Without a Country,1917,6.9,18.0,60.0,0,0,0,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Man Without a Country,1937,5.8,104.0,21.0,0,0,0,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20
273,The Man Who Knew Too Much,1934,6.9,12834.0,75.0,1,1,2,UK,English,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,The Man Who Knew Too Much,1956,7.5,43322.0,120.0,2,4,6,USA,English,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22
274,The Man Who Loved Women,1977,7.5,4925.0,120.0,1,4,5,France,French,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,The Man Who Loved Women,1983,5.1,1736.0,110.0,0,0,0,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6
275,The Manchurian Candidate,1962,8.0,61944.0,126.0,5,8,13,USA,English,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Manchurian Candidate,2004,6.6,87856.0,129.0,1,12,13,USA,English,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,42
276,Manichithrathazhu,1993,8.7,2732.0,169.0,2,0,2,India,Malayalam,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,Bhool Bhulaiyaa,2007,7.2,11746.0,159.0,0,11,11,India,Hindi,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,14
277,The Miracle of Marcelino,1955,7.3,1536.0,90.0,9,1,10,Spain,Spanish,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Marcellino,1991,5.9,142.0,92.0,0,0,0,Spain,Italian,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36
278,Life Is a Dog,1933,6.9,46.0,84.0,0,0,0,Czechoslovakia,Czech,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Le mari rêvé,1936,,,79.0,0,0,0,France,French,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
279,Marilyn Hotchkiss' Ballroom Dancing and Charm School,1990,7.1,97.0,34.0,1,2,3,USA,English,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Marilyn Hotchkiss' Ballroom Dancing & Charm School,2005,6.7,2289.0,103.0,0,1,1,USA,English,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,15
280,London After Midnight,1927,7.0,979.0,69.0,0,0,0,USA,English,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Mark of the Vampire,1935,6.3,3250.0,60.0,0,0,0,USA,English,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,8
281,The Three Godfathers,1916,6.9,17.0,,0,0,0,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Marked Men,1919,4.5,23.0,50.0,0,0,0,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3
282,Martyrs,2008,7.1,61632.0,99.0,7,8,15,France,French,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Martyrs,2015,4.0,2987.0,86.0,0,0,0,USA,English,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
283,Midnight,1939,7.9,3558.0,94.0,1,0,1,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Masquerade in Mexico,1945,5.9,43.0,96.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6
284,The Mechanic,1972,7.0,8942.0,100.0,0,0,0,USA,English,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Mechanic,2011,6.6,124682.0,93.0,0,1,1,USA,English,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,39
285,Death Takes a Holiday,1934,7.1,1215.0,79.0,1,1,2,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Meet Joe Black,1998,7.1,172507.0,178.0,3,6,9,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,64
286,Meet Me in St. Louis,1944,7.7,15563.0,113.0,5,5,10,USA,English,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Meet Me in St. Louis,1959,7.2,70.0,120.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,15
287,La vie continue,1981,6.9,36.0,93.0,0,0,0,France,French,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Men Don't Leave,1990,6.7,1997.0,115.0,0,3,3,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
288,Bicycle Thieves,1948,8.3,98332.0,89.0,18,1,19,Italy,Italian,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Messenger,1994,7.0,15.0,74.0,0,0,0,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
289,Mighty Joe Young,1949,7.0,3368.0,84.0,1,3,4,USA,English,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mighty Joe Young,1998,5.6,23241.0,114.0,1,4,5,USA,English,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,49
290,Miracle on 34th Street,1947,7.9,31762.0,96.0,8,1,9,USA,English,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Miracle on 34th Street,1994,6.4,23334.0,114.0,0,1,1,USA,English,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,47
291,The Miracle Man,1919,5.8,119.0,34.0,0,0,0,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Miracle Man,1932,7.0,60.0,85.0,0,0,0,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13
292,Le miroir à deux faces,1958,6.9,170.0,96.0,0,0,0,France,French,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Mirror Has Two Faces,1996,6.5,11710.0,126.0,5,9,14,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,38
293,Into the Mirror,2003,6.5,2628.0,113.0,1,1,2,South Korea,Korean,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mirrors,2008,6.2,88077.0,110.0,0,2,2,USA,English,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
294,Miss Granny,2014,7.3,1611.0,124.0,4,8,12,South Korea,Korean,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,Miss Granny,2015,6.8,671.0,131.0,2,8,10,China,Mandarin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
295,Cat-Women of the Moon,1953,3.6,1029.0,64.0,0,0,0,USA,English,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Missile to the Moon,1958,3.6,643.0,78.0,0,0,0,USA,English,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5
296,Le père Noël est une ordure,1982,7.7,6259.0,88.0,0,0,0,France,French,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Mixed Nuts,1994,5.3,8044.0,97.0,0,0,0,USA,English,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
297,Red Dust,1932,7.4,2865.0,83.0,1,0,1,USA,English,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Mogambo,1953,6.7,5780.0,116.0,2,4,6,USA,English,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,21
298,Mr. Blandings Builds His Dream House,1948,7.4,8111.0,94.0,0,1,1,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,The Money Pit,1986,6.3,38942.0,91.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,38
299,Haunters,2010,6.2,1102.0,100.0,0,2,2,South Korea,Korean,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Monsterz,2014,5.8,272.0,112.0,0,0,0,Japan,Japanese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
300,The Magnificent Fraud,1939,6.0,12.0,78.0,0,0,0,USA,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moon Over Parador,1988,5.9,4567.0,103.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,49
301,Mother's Day,1980,5.4,3388.0,91.0,0,1,1,USA,English,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Mother's Day,2010,6.3,13238.0,112.0,0,0,0,USA,English,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,30
302,My Favorite Wife,1940,7.4,7167.0,88.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Move Over, Darling",1963,7.0,3709.0,103.0,0,4,4,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,23
303,Mr. Deeds Goes to Town,1936,8.0,15293.0,115.0,5,6,11,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Mr. Deeds,2002,5.8,112969.0,96.0,4,7,11,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,66
304,The Mummy,1932,7.2,16575.0,73.0,1,1,2,USA,English,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,The Mummy,1999,7.0,323339.0,125.0,5,20,25,USA,English,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,67
305,Munna Bhai M.B.B.S.,2003,8.3,44655.0,156.0,17,29,46,India,Hindi,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vasoolraja M.B.B.S,2004,7.8,1654.0,,0,0,0,India,Tamil,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
306,My Bloody Valentine,1981,6.2,12863.0,90.0,0,0,0,Canada,English,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,My Bloody Valentine,2009,5.5,46308.0,101.0,0,3,3,USA,English,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,28
307,Mon Pere Ce Heros,1991,6.1,2100.0,105.0,0,1,1,France,French,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,My Father the Hero,1994,5.4,8808.0,90.0,0,1,1,France,French,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,3
308,My Man Godfrey,1936,8.1,15583.0,94.0,1,6,7,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,My Man Godfrey,1957,6.4,620.0,92.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,21
309,My Sassy Girl,2001,8.1,37815.0,123.0,6,1,7,South Korea,Korean,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,My Sassy Girl,2008,6.3,17607.0,92.0,0,1,1,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7
310,Autograph,2004,7.6,614.0,,9,1,10,India,Tamil,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Naa Autograph Sweet Memories,2004,7.1,181.0,,0,0,0,India,Telugu,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
311,The Eye,2002,6.7,25134.0,99.0,8,6,14,Hong Kong,Cantonese,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Naina,2005,4.3,609.0,104.0,0,1,1,India,Hindi,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
312,The Narrow Margin,1952,7.8,5116.0,71.0,0,0,0,USA,English,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Narrow Margin,1990,6.6,6083.0,97.0,0,1,1,USA,English,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,38
313,Anything for Her,2008,7.2,7255.0,96.0,0,1,1,France,French,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Next Three Days,2010,7.4,149332.0,133.0,0,4,4,USA,English,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
314,Night and the City,1950,8.0,8521.0,96.0,0,0,0,UK,English,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Night and the City,1992,5.9,3770.0,105.0,0,0,0,USA,English,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,42
315,Night Must Fall,1937,7.3,1423.0,116.0,2,2,4,USA,English,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Night Must Fall,1964,6.5,452.0,101.0,0,1,1,UK,English,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27
316,A Nightmare on Elm Street,1984,7.5,154603.0,91.0,2,3,5,USA,English,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A Nightmare on Elm Street,2010,5.2,77019.0,95.0,2,11,13,USA,English,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,26
317,Night of the Demons,1988,6.3,9350.0,90.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Night of the Demons,2009,4.7,6047.0,93.0,0,1,1,USA,English,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,21
318,Night of the Living Dead,1968,8.0,90450.0,96.0,1,0,1,USA,English,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Night of the Living Dead,1990,6.9,31525.0,92.0,0,2,2,USA,English,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,22
319,Nightwatch,1994,7.3,12604.0,107.0,10,2,12,Denmark,Danish,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Nightwatch,1997,6.2,16283.0,101.0,2,0,2,USA,English,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
320,Neuf mois,1994,5.8,480.0,110.0,0,2,2,France,French,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Nine Months,1995,5.4,30354.0,103.0,1,2,3,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
321,Mostly Martha,2001,7.3,6884.0,109.0,14,7,21,Germany,German,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,No Reservations,2007,6.3,60185.0,104.0,0,1,1,USA,English,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6
322,Nosferatu,1922,8.0,69901.0,81.0,1,1,2,Germany,German,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Nosferatu the Vampyre,1979,7.6,24244.0,107.0,5,8,13,West Germany,German,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,57
323,The Big Clock,1948,7.7,5709.0,95.0,0,2,2,USA,English,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Way Out,1987,7.1,26957.0,114.0,0,0,0,USA,English,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,39
324,Not of This Earth,1957,6.4,969.0,67.0,0,0,0,USA,English,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Not of This Earth,1995,5.2,333.0,91.0,0,0,0,USA,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,38
325,Notorious,1946,8.0,75137.0,101.0,3,3,6,USA,English,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Notorious,1992,4.5,99.0,100.0,0,0,0,USA,English,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,46
326,Naadodigal,2009,7.6,668.0,,2,2,4,India,Tamil,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Rangrezz,2013,5.1,289.0,144.0,0,0,0,India,Hindi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
327,Nine Queens,2000,7.9,39312.0,114.0,22,8,30,Argentina,Spanish,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Criminal,2004,6.4,9118.0,87.0,0,0,0,USA,English,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
328,The Nutty Professor,1963,6.7,12319.0,107.0,1,0,1,USA,English,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,The Nutty Professor,1996,5.6,88225.0,95.0,9,11,20,USA,English,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,33
329,Ocean's 11,1960,6.6,15631.0,127.0,0,2,2,USA,English,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Ocean's Eleven,2001,7.8,413478.0,116.0,4,20,24,USA,English,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,41
330,It Started with Eve,1941,7.8,894.0,90.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,"Oh Jonathan, oh Jonathan!",1973,5.7,94.0,97.0,0,0,0,West Germany,German,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32
331,The Old Dark House,1932,7.3,5421.0,72.0,0,0,0,USA,English,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,The Old Dark House,1963,5.4,936.0,86.0,0,0,0,UK,English,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,31
332,Oldboy,2003,8.4,366699.0,120.0,27,16,43,South Korea,Korean,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Oldboy,2013,5.8,52519.0,104.0,0,4,4,USA,English,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
333,The Last Man on Earth,1964,7.0,13096.0,86.0,0,1,1,USA,English,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,The Omega Man,1971,6.6,23062.0,98.0,0,1,1,USA,English,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,7
